job_title,salary_from,salary_to,currency,company,main_location,skill_tag1,skill_tag2,skill_tag3,is_multi_location,is_fully_remote,link
Data visualization/ BI Developer,15 000,19 000,PLN,Altimetrik Poland,Kraków,IOTA VUE,Power BI,Data Visualisation,False,True,https://justjoin.it/job-offer/altimetrik-poland-data-visualization-bi-developer-krakow-data
Senior JavaScript Developer (szybka ścieżka do Tech Lead-a),21 000,24 000,PLN,Research.com,Warszawa,Node.js,Express.js,Vue.js,True,True,https://justjoin.it/job-offer/research-com-senior-javascript-developer-szybka-sciezka-do-tech-lead-a--warszawa-javascript
Java Fullstack Developer (state banking),23 500,25 200,PLN,Britenet,Warszawa,Angular,Spring Boot,Git,False,True,https://justjoin.it/job-offer/britenet-java-fullstack-developer-state-banking--warszawa-java
PEGA Business Architect,16 150,19 950,PLN,Jit Team,Warszawa,Defining requirements,Microsoft SQL,Java,True,False,https://justjoin.it/job-offer/jit-team-pega-business-architect-warszawa-architecture
Client Experience Associate,6 200,7 200,PLN,Centra,Wrocław,Communication,English,Troubleshooting,False,False,https://justjoin.it/job-offer/centra-client-experience-associate-wroclaw-support
Fullstack Engineer (Python & React),22 000,28 000,PLN,Sunscrapers,Warszawa,React,JavaScript,HTML/CSS,True,True,https://justjoin.it/job-offer/sunscrapers-fullstack-engineer-python-react--warszawa-python
FPGA Developer,15 000,17 000,PLN,Antal Sp. z o.o.,Wrocław,Prototyping,VHDL,Python,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--fpga-developer-wroclaw-python
Java AWS developer,20 000,25 000,PLN,Antal Sp. z o.o.,Kraków,Spring Boot,AWS,Java,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--java-aws-developer-krakow-java
Mid iOS Developer,9 000,16 000,PLN,Reply Polska Sp. z o. o.,Katowice,iOS,Swift,Kotlin,True,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--mid-ios-developer-katowice-mobile
Project Manager (z językiem niemieckim),12 800,16 000,PLN,creativestyle,Rybnik,Polish,English,E-commerce,True,False,https://justjoin.it/job-offer/creativestyle-project-manager-z-jezykiem-niemieckim--rybnik-pm
Senior Java Developer - New Project,20 000,32 000,PLN,LeoVegas,Warszawa,Java,Software Development,Microservices,False,False,https://justjoin.it/job-offer/leovegas-senior-java-developer---new-project-warszawa-java
Programista aplikacji mobilnych iOS - SWIFT,9 000,14 000,PLN,Mergesoft sp. z o.o.,Poznań,Swift,API,iOS,True,False,https://justjoin.it/job-offer/mergesoft-sp-z-o-o--programista-aplikacji-mobilnych-ios---swift-poznan-mobile
Java/Kotlin Developer (e-mobility),20 000,26 000,PLN,Britenet,Lublin,Docker,Relational Databases,English,True,False,https://justjoin.it/job-offer/britenet-java-developer-e-mobility--lublin-java
Senior Data Engineer,23 520,26 880,PLN,STX Next,Poznań,SQL,Python,NoSQL,True,True,https://justjoin.it/job-offer/stx-next-senior-data-engineer-poznan-data
IT Help Desk Manager,25 000,30 000,PLN,Respect Energy,Warszawa,JIRA Service Desk,Intune,Microsoft 365,False,False,https://justjoin.it/job-offer/respect-energy-it-help-desk-manager-warszawa-support
Ivalua Manager,30 000,35 280,PLN,emagine Polska,Warszawa,Budget Management,Documentation,,False,True,https://justjoin.it/job-offer/emagine-polska-ivalua-manager-warszawa-other
Network Systems Administrator (Linux/AWS) with German,16 800,23 500,PLN,VM.PL,Wrocław,AWS,Linux,German,False,True,https://justjoin.it/job-offer/vm-pl-network-systems-administrator-linux-aws-with-german-wroclaw-admin
Software Engineering Lead,22 000,36 000,PLN,Kevin Edward,Warszawa,JVM,Java,Scala,False,False,https://justjoin.it/job-offer/kevin-edward-software-engineering-lead-warszawa-java
Embedded Software Developer with German,15 120,26 880,PLN,VM.PL,Wrocław,English,German,Embedded,False,True,https://justjoin.it/job-offer/vm-pl-embedded-software-developer-with-german-wroclaw-c-c2451098
Project manager,13 000,18 000,PLN,Tandemite,Kraków,Agile,English,Polish,False,True,https://justjoin.it/job-offer/tandemite-project-manager-krakow-pm
Product Owner,10 000,16 000,PLN,ExpertSender,Gdańsk,Business Analysis,Agile,Scrum,False,True,https://justjoin.it/job-offer/expertsender-product-owner-gdansk-pm
Fullstack Developer (Angular+Nest.js),21 000,21 840,PLN,Avenga,Warszawa,TypeScript,Azure Service Bus,,True,True,https://justjoin.it/job-offer/avenga-fullstack-developer-angular-nest-js--warszawa-javascript
Node.js Backend Developer,11 000,16 000,PLN,VB Polska Sp. z o.o.,Sopot,JavaScript,Node.js,TypeScript,False,False,https://justjoin.it/job-offer/vb-polska-sp-z-o-o--node-js-backend-developer-sopot-javascript
Golang developer,23 500,26 000,PLN,ITFS,Warszawa,K8S,Docker,Golang,False,True,https://justjoin.it/job-offer/itfs-golang-developer-warszawa-go-7b322897
Project Manager,6 000,7 000,PLN,dhosting.pl,Warszawa,Leadership,Team Coordination,Communication,False,False,https://justjoin.it/job-offer/dhosting-pl-project-manager-warszawa-php
Senior Back End Developer,21 514,24 956,PLN,The Mill Adventure LTD,St. Julian’s,Node.js,TypeScript,,True,True,https://justjoin.it/job-offer/the-mill-adventure-ltd-senior-back-end-developer-st-julian-s-javascript
Elixir Back-End Engineer,15 000,30 000,PLN,Fresha,Warszawa,API,Relational Databases,Web Applications,False,True,https://justjoin.it/job-offer/fresha-elixir-back-end-engineer-warszawa-ruby
Remote Lead FullStack Developer,21 400,32 100,PLN,Montrose Software( Polska) Sp.z.o.o,Kraków,AWS,Git,SVN,True,True,https://justjoin.it/job-offer/montrose-software-polska-sp-z-o-o-remote-fullstack-developer-krakow-javascript-20e84445
IT Administrator,8 640,10 240,PLN,STX Next,Poznań,English,Networking,Bash,False,False,https://justjoin.it/job-offer/stx-next-it-administrator-poznan-admin
Mid/ Senior Automation Developer,21 000,26 880,PLN,RITS Professional Services,Warszawa,ITIL,AI,Low-code,False,True,https://justjoin.it/job-offer/rits-professional-services-mid-senior-automation-developer-warszawa-ai
React Native Engineer,16 000,18 000,PLN,Panowie Programiści,Warszawa,Git,React Native,,True,True,https://justjoin.it/job-offer/panowie-programisci-senior-react-native-developer-warszawa-mobile
Cloud Consultant,13 000,22 000,PLN,Reply Polska Sp. z o. o.,Katowice,DevOps,Cloud,CI/CD,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--cloud-consultant-katowice-devops
DevOps Engineer,13 000,22 000,PLN,Reply Polska Sp. z o. o.,Katowice,CI/CD,Cloud,IaC,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--devops-engineer-katowice-devops
Platform Engineer/Consultant,13 000,22 000,PLN,Reply Polska Sp. z o. o.,Katowice,Kubernetes,Containers,Cloud,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--platform-engineer-consultant-katowice-devops
Business Unit Manager,22 000,28 000,PLN,Reply Polska Sp. z o. o.,Katowice,Team Leadership,Containers,Kubernetes,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--business-unit-manager-katowice-devops
PEGA System Architect,16 150,19 950,PLN,Jit Team,Warszawa,Microsoft SQL,Java,,True,False,https://justjoin.it/job-offer/jit-team-pega-system-architect-warszawa-architecture
2nd Level Support Specialist (German),10 000,13 000,PLN,Astec Rublon,Kraków,German,English,ITIL,True,True,https://justjoin.it/job-offer/astec-rublon-2nd-level-support-specialist-german--krakow-support
Senior React Native Developer,24 000,28 500,PLN,Idego,Gdynia,React Native,TypeScript,Fastlane,True,True,https://justjoin.it/job-offer/idego-senior-react-native-developer-gdynia-mobile
Developer (Microsoft Stack & Databricks),15 000,23 000,PLN,Devopsbay,Gdańsk,.Net,Databricks,Windows Server,False,False,https://justjoin.it/job-offer/devopsbay-developer-microsoft-stack-databricks--gdansk-net
Data Architect,20 000,35 000,PLN,Devopsbay,Gdańsk,Azure Data Services,Microsoft SQL,SQL Server,False,False,https://justjoin.it/job-offer/devopsbay-data-architect-gdansk-architecture
QA (Test Analyst),8 000,16 000,PLN,Devopsbay,Gdańsk,Unit Testing,Selenium WebDriver,Azure DevOps,False,False,https://justjoin.it/job-offer/devopsbay-qa-test-analyst--gdansk-testing
Embedded Linux Engineer,25 000,27 000,PLN,Emerge Soft,Warszawa,Linux,,,True,True,https://justjoin.it/job-offer/emerge-soft-embedded-linux-engineer-warszawa-c
Programista FPGA,23 500,27 000,PLN,Emerge Soft,Warszawa,VHDL,FPGA,Verilog,True,True,https://justjoin.it/job-offer/emerge-soft-programista-fpga-warszawa-other
Salesforce Developer (Product Development),20 000,30 000,PLN,Scaleworks,Warszawa,Apex,Salesforce,Analytical skills,False,False,https://justjoin.it/job-offer/scaleworks-salesforce-developer-product-development--warszawa-other
Analityk Danych / Data Analyst,11 000,13 000,PLN,ER Group,Gdańsk,SQL,MS Excel,Analiza Biznesowa,False,False,https://justjoin.it/job-offer/er-group-analityk-danych-data-analyst-gdansk-data
Fullstack Developer,25 200,28 560,PLN,ITFS,Warszawa,Spring Boot,Angular,React,False,False,https://justjoin.it/job-offer/itfs-fullstack-developer-warszawa-java
Senior Fullstack Developer z j. angielskim (Journey Automation),18 300,23 100,PLN,dmTECH Polska,Wrocław,Spring,Java,React Native,True,True,https://justjoin.it/job-offer/dmtech-polska-senior-fullstack-developer-z-j-angielskim-journey-automation--wroclaw-java
React Native Developer,12 000,18 000,PLN,GMI Software,Warszawa,TypeScript,Expo,,True,True,https://justjoin.it/job-offer/gmi-software-react-native-developer-warszawa-javascript
Python Developer,18 480,21 000,PLN,SoftKraft,Bielsko-Biała,English,Python,PostgreSQL,True,True,https://justjoin.it/job-offer/softkraft-python-developer-bielsko-biala-python
Senior Writer - Technical Communications,16 000,20 000,PLN,Optiveum,Warszawa,Visio,HTML,Microsoft Sharepoint,False,True,https://justjoin.it/job-offer/optiveum-senior-writer---technical-communications-warszawa-other
Senior Data Architect- Snowflake,28 000,30 000,PLN,Optiveum,Warszawa,SQL,Snowflake,Power BI,False,True,https://justjoin.it/job-offer/optiveum-senior-data-architect--snowflake-warszawa-data
Lead Full-Stack Software Engineer,20 000,23 000,PLN,Supermetrics,Kraków,PHP,Next.js,TypeScript,False,True,https://justjoin.it/job-offer/supermetrics-lead-full-stack-software-engineer-krakow-javascript
Technical Team Leader,17 000,24 000,PLN,Motorola Solutions,Kraków,English,Software Development,Cloud,False,False,https://justjoin.it/job-offer/motorola-solutions-technical-team-leader-krakow-pm
Business Unit Technical Manager,22 000,28 000,PLN,Reply Polska Sp. z o. o.,Katowice,Programming,Java,Agile,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--business-unit-technical-manager-katowice-java
Senior Full-Stack Engineer with Java,31 920,36 624,PLN,Mobica,Warszawa,Angular,Java,Microservices,True,True,https://justjoin.it/job-offer/mobica-senior-full-stack-engineer-with-java-warszawa-java
Technical Project Manager,25 000,32 000,PLN,TechTorch,Wrocław,Zarządzanie Projektami,,,True,True,https://justjoin.it/job-offer/techtorch-technical-project-manager-wroc-aw-pm
Staff Software Engineer,36 000,47 000,PLN,Asana,Warszawa,JavaScript,React,Node.js,False,False,https://justjoin.it/job-offer/asana-staff-software-engineer-warszawa-javascript
Senior Ruby |> Elixir Developer,16 000,35 000,PLN,Fresha,Warszawa,SQL,Ruby,Rails,False,False,https://justjoin.it/job-offer/fresha-senior-ruby-elixir-developer-warszawa-ruby
Senior .NET Developer,16 000,18 000,PLN,The Codest,Warszawa,.Net,Entity Framework,Oracle DB,False,False,https://justjoin.it/job-offer/the-codest-senior-net-developer-warszawa
Senior Data Analyst,20 000,26 000,PLN,hubQuest,Warszawa,Python,Analytics,SQL,True,True,https://justjoin.it/job-offer/hubquest-senior-data-analyst
Analityk Hurtowni Danych,23 000,27 000,PLN,Britenet,Polska,Business Analysis,DWH,SQL,False,True,https://justjoin.it/job-offer/britenet-analityk-hurtowni-danych-polska-data
Senior Fullstack Developer with React,26 000,32 000,PLN,j-labs,Kraków,Java,React,Spring Boot,True,True,https://justjoin.it/job-offer/j-labs-senior-fullstack-developer-with-react-krakow-java
Remote PHP + JS Fullstack Developer,22 428,26 506,PLN,Remodevs,Gdańsk,JavaScript,PHP,Vue.js,True,True,https://justjoin.it/job-offer/remodevs-remote-php-js-fullstack-developer-gdansk-javascript
Senior TypeScript Backend Developer with AWS,33 600,38 640,PLN,emagine Polska,Warszawa,Infrastrucutre as a Code,,,False,True,https://justjoin.it/job-offer/emagine-polska-senior-typescript-backend-developer-with-aws-warszawa-architecture
Intermediate Embedded Developer,10 000,20 000,PLN,Emerson Process Management sp. z o. o.,Warszawa,Windows System Programming,WinForms,,False,False,https://justjoin.it/job-offer/emerson-process-management-sp-z-o-o--intermediate-embedded-developer-warszawa-c
Android Developer (part-time: 2h/week),480,640,,Experis Manpower Group,Warszawa,English,,,True,True,https://justjoin.it/job-offer/experis-manpower-group-android-developer-part-time-2h-week--warszawa-mobile-7e45849f
Software Developer (Kotlin / Scala),14 000,18 000,PLN,Finteum,Wrocław,Software Development,Agile,,True,True,https://justjoin.it/job-offer/finteum-software-developer-kotlin-scala--wroc-aw-scala
Engineering Team Leader,24 467,28 545,PLN,Remodevs,Warszawa,Relational Databases,Mobile Apps,,False,True,https://justjoin.it/job-offer/remodevs-engineering-team-leader-warszawa-mobile-c8ea94fa
React Native Team Leader,24 467,28 545,PLN,Remodevs,Warszawa,Mobile Development,NoSQL,React Native,False,True,https://justjoin.it/job-offer/remodevs-react-native-team-leader-warszawa-mobile-535aa20e
Expert Java Developer,21 840,27 720,PLN,HAYS Poland,Gdynia,Kafka,Spring,Java,False,False,https://justjoin.it/job-offer/hays-poland-expert-java-developer-gdynia-java
Python Django Developer,13 457,24 467,PLN,FanServ,Kraków,Python,SQL,Software Architecture,False,False,https://justjoin.it/job-offer/fanserv-python-django-developer-krakow-python
Senior Backend Developer with Node.js,23 000,30 000,PLN,Text SA,Wrocław,Redis,TypeScript,Node.js,True,True,https://justjoin.it/job-offer/text-sa-senior-backend-developer-with-node-js-wroclaw-javascript
OpenShift Administrator,25 816,29 259,PLN,Team Up,Warszawa,English,OpenShift,Linux,True,False,https://justjoin.it/job-offer/team-up-openshift-administrator-warszawa-admin-e8619d73
Analityk Systemowy,19 000,23 000,PLN,Neontri,Warszawa,Powershell,Shell,Python,False,False,https://justjoin.it/job-offer/neontri-analityk-systemowy-warszawa-analytics-dc5f2903
Sr Product Owner,22 000,27 000,PLN,Neontri,Warszawa,Product Management,Scrum,,False,False,https://justjoin.it/job-offer/neontri-sr-product-owner-warszawa-pm
Senior Product Owner,22 000,27 000,PLN,Neontri,Warszawa,Product Management,,,False,False,https://justjoin.it/job-offer/neontri-senior-product-owner-warszawa-pm
Senior Account Manager,16 000,22 000,PLN,Jit Team,Kraków,Customer Support,Communication,Polish,False,False,https://justjoin.it/job-offer/jit-team-senior-account-manager-krakow-pm
Information Security Specialist,13 000,20 000,PLN,Falck Digital Technology Poland,Warszawa,Risk Management,ISO 27001,ISO 27701,False,False,https://justjoin.it/job-offer/falck-digital-technology-poland-information-security-specialist-warszawa-security
Senior no-code developer - Webflow + Framer,14 000,18 000,PLN,Semiflat,Kraków,Webflow,Framer,HTML,True,True,https://justjoin.it/job-offer/semiflat-senior-no-code-developer---webflow-framer-krakow-html
Automation QA Engineer,21 000,27 000,PLN,capital.com,Warszawa,TypeScript,JavaScript,Playwright,False,True,https://justjoin.it/job-offer/capital-com-automation-qa-engineer-warszawa-testing
Manual QA Engineer,18 000,23 500,PLN,capital.com,Warszawa,Quality Assurance,API Testing,REST API,False,True,https://justjoin.it/job-offer/capital-com-manual-qa-engineer-warszawa-testing
Software Architect,18 351,30 584,PLN,HomeBuddy,Wrocław,PHP,Laravel,Architecture,True,True,https://justjoin.it/job-offer/homebuddy-software-architect-wroclaw-architecture
Senior React Native Developer,21 000,33 000,PLN,Callstack,Warszawa,React Native,,,True,True,https://justjoin.it/job-offer/callstack-senior-react-native-developer-warszawa-mobile
Mid/Senior Node.js Developer,13 000,16 000,PLN,Droplo,Wrocław,Node.js,Node,Nest,True,True,https://justjoin.it/job-offer/droplo-mid-senior-node-js-developer-wroclaw-javascript
Senior .NET Developer (100% remote),23 200,24 800,PLN,Crestt,Warszawa,ASP.NET,C#,English,False,True,https://justjoin.it/job-offer/crestt-senior-net-developer-100-remote--warszawa-net
Java Developer,12 000,20 000,PLN,cronn Polska,Białystok,Java,Agile,Clean Code,False,False,https://justjoin.it/job-offer/cronn-polska-java-developer-bialystok-java
Senior/Lead Java Developer,18 480,29 400,PLN,Spyrosoft,Warszawa,Hibernate,CI/CD,Docker,False,False,https://justjoin.it/job-offer/spyrosoft-senior-lead-java-developer-warszawa-java
Digital Project Manager,9 000,12 500,PLN,LangMedia,Wrocław,Project Management,Scrum,Jira,False,False,https://justjoin.it/job-offer/langmedia-digital-project-manager-wroclaw-pm
UX/UI Designer,13 500,18 500,PLN,Angry Nerds,Wrocław,Figma,UX/UI,Polish,True,True,https://justjoin.it/job-offer/angry-nerds-ux-ui-designer-wroclaw-ux
Fullstack .Net Developer,18 500,21 800,PLN,ITFS,Gdynia,.Net,Azure,SQL Server,True,True,https://justjoin.it/job-offer/itfs-fullstack-net-developer-gdynia-net
Lead UI Designer,17 000,23 000,PLN,intent,Warszawa,English,UI Design,Figma,True,True,https://justjoin.it/job-offer/intent-lead-ui-designer-warszawa-ux
DataOps Engineer,24 000,32 000,PLN,Decerto,Warszawa,SQL,Databricks,DevOps,True,True,https://justjoin.it/job-offer/decerto-dataops-engineer-warszawa-data
PHP Developer ( Symfony),100,129,,Antal Sp. z o.o.,Warszawa,SQL,Symfony,,True,True,https://justjoin.it/job-offer/antal-sp-z-o-o--php-developer-symfony--warszawa-php
Lead Full-Stack Engineer – Platform Services,22 000,27 000,PLN,SmartBear,Wrocław,Node.js,TypeScript,Java,True,True,https://justjoin.it/job-offer/smartbear-lead-full-stack-engineer---platform-services-wroclaw-javascript
Senior Node.js Developer,23 000,28 500,PLN,SoftwareMill,Warszawa,TypeScript,JavaScript,Node.js,False,True,https://justjoin.it/job-offer/softwaremill-senior-node-js-developer-warszawa-javascript
